City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,kolonia town,6.964,158.206,32.0,70,40,2.06,FM,1698275570
361,korla,41.7597,86.1469,10.13,41,0,1.18,CN,1698275571
362,horta,38.5333,-28.6333,17.79,79,100,4.47,PT,1698275573
363,fisterra,42.9049,-9.2629,19.3,98,100,8.88,ES,1698275574
364,rio grande,-32.035,-52.0986,17.06,77,72,6.73,BR,1698275339
365,homer,59.6425,-151.5483,8.21,59,0,1.54,US,1698275576
366,wafangdian,39.6183,122.0081,10.34,25,2,5.93,CN,1698275406
367,mili,6.0815,171.735,28.47,76,16,4.49,MH,1698275578
368,fougamou,-1.2154,10.5838,22.29,99,100,0.36,GA,1698275579
369,lamu,-2.2717,40.902,27.12,90,100,3.34,KE,1698275580
370,shiyan,32.6475,110.7781,15.85,71,99,2.34,CN,1698275582
371,plettenberg bay,-34.0527,23.3716,15.23,83,95,1.17,ZA,1698275583
372,luchegorsk,46.4764,134.2569,7.58,79,95,1.55,RU,1698275415
373,quang ngai,15.1167,108.8,23.98,92,57,1.74,VN,1698275586
374,novo aripuana,-5.1206,-60.3797,25.34,86,90,1.32,BR,1698275587
375,melfort,52.8667,-104.6177,-4.93,54,6,2.06,CA,1698275588
376,tazacorte,28.629,-17.9293,23.54,87,100,3.6,ES,1698275589
377,antonio enes,-16.2325,39.9086,25.67,80,0,4.23,MZ,1698275590
378,tshikapa,-6.4167,20.8,24.26,82,86,0.83,CD,1698275591
379,oban,56.4127,-5.4706,10.21,81,93,3.7,GB,1698275592
380,prince rupert,54.3161,-130.3201,9.05,39,0,4.12,CA,1698275593
381,brookings,44.3114,-96.7984,10.0,93,100,5.66,US,1698275594
382,gorom-gorom,14.4439,-0.2361,30.49,12,59,4.37,BF,1698275596
383,cankuzo,-3.1333,30.5833,15.86,88,69,1.36,BI,1698275597
384,galle,6.0367,80.217,24.64,86,75,2.33,LK,1698275386
385,nguigmi,14.2495,13.1092,27.37,23,16,4.91,NE,1698275599
386,namibe,-15.1961,12.1522,18.43,83,89,1.36,AO,1698275601
387,usinsk,65.9939,57.5281,-9.96,95,100,4.47,RU,1698275603
388,ad dawadimi,24.5077,44.3924,20.64,38,15,2.97,SA,1698275604
389,happy valley-goose bay,53.3168,-60.3315,6.17,65,75,2.06,CA,1698275605
390,hede,33.7681,120.2517,17.07,71,3,2.71,CN,1698275606
391,ranchettes,41.2186,-104.7903,16.83,44,0,5.81,US,1698275607
392,lai chau,22.3997,103.4517,18.75,92,85,0.93,VN,1698275609
393,mulayjah,27.271,48.4242,23.56,62,74,4.54,SA,1698275610
394,grand forks,47.9417,-97.4337,2.85,80,100,7.2,US,1698275612
395,suixi,33.8907,116.7747,17.31,68,1,1.71,CN,1698275613
396,balqash,46.8481,74.995,10.78,80,94,4.55,KZ,1698275614
397,argo,37.6333,22.7333,22.14,45,100,1.15,GR,1698275615
398,nishinoomote,30.7333,131.0,20.82,58,1,2.19,JP,1698275616
399,san julian,21.0167,-102.1667,21.53,46,100,2.18,MX,1698275427
400,sao vicente,-23.9631,-46.3919,23.1,62,98,2.68,BR,1698275618
401,hiji,33.3667,131.5333,16.38,67,1,1.13,JP,1698275619
402,port blair,11.6667,92.75,26.63,82,91,1.95,IN,1698275620
403,nuku'alofa,-21.1333,-175.2,25.19,61,75,7.2,TO,1698275622
404,mosfellsbaer,64.1667,-21.7,7.03,70,20,2.57,IS,1698275623
405,ironwood,46.4547,-90.171,8.45,87,100,2.06,US,1698275624
406,corner brook,48.9667,-57.9484,7.09,95,100,1.52,CA,1698275625
407,mantyharju,61.4167,26.8833,-2.94,87,17,1.83,FI,1698275626
408,gilgit,35.9221,74.3087,11.16,49,43,1.74,PK,1698275628
409,bubaque,11.2833,-15.8333,28.52,75,100,3.76,GW,1698275631
410,atyrau,47.1167,51.8833,1.01,80,40,3.0,KZ,1698275400
411,yuzhno-kurilsk,44.0306,145.8556,12.99,87,1,2.37,RU,1698275633
412,awjilah,29.1081,21.2869,23.97,37,88,3.24,LY,1698275634
413,chui,-33.6971,-53.4616,12.31,86,46,3.77,UY,1698275635
414,san jose de jachal,-30.2406,-68.7469,19.92,44,31,4.46,AR,1698275636
415,ozark,37.0209,-93.206,24.66,65,54,0.89,US,1698275584
416,walvis bay,-22.9575,14.5053,15.61,92,58,3.06,NA,1698275638
417,ciudad bolivar,8.1222,-63.5497,30.79,59,90,0.21,VE,1698275639
418,araguaina,-7.1911,-48.2072,29.84,46,53,1.77,BR,1698275462
419,ambon,-3.6954,128.1814,29.37,95,20,1.03,ID,1698275642
420,nazarabad,35.9521,50.6075,11.45,46,5,2.31,IR,1698275643
421,santo antonio,-6.3106,-35.4789,21.95,86,3,3.08,BR,1698275396
422,skelleftea,64.7507,20.9528,-1.8,100,100,1.03,SE,1698275645
423,salalah,17.0151,54.0924,26.05,89,75,1.03,OM,1698275647
424,keflavik,64.0049,-22.5624,6.95,81,0,4.12,IS,1698275648
425,margate,51.3813,1.3862,11.06,94,92,1.44,GB,1698275410
426,lensk,60.7253,114.9278,-2.49,81,100,2.65,RU,1698275650
427,gazipasa,36.2694,32.3179,18.05,72,0,2.57,TR,1698275651
428,nampula,-15.1165,39.2666,23.03,80,1,2.62,MZ,1698275653
429,lengshuitan,26.4111,111.5956,20.61,88,90,2.26,CN,1698275654
430,lazaro cardenas,17.9583,-102.2,27.56,80,100,1.43,MX,1698275466
431,neftegorsk,52.802,51.166,-2.01,73,6,2.59,RU,1698275657
432,afaahiti,-17.75,-149.2833,25.93,76,100,1.71,PF,1698275658
433,nizamabad,18.6667,78.1167,17.92,65,49,0.7,IN,1698275659
434,hanceville,34.0607,-86.7675,23.42,60,7,2.25,US,1698275660
435,zelenoborskiy,66.845,32.3622,-3.07,84,39,2.18,RU,1698275661
436,puerto aysen,-45.4,-72.7,9.09,92,100,2.58,CL,1698275662
437,tauranga,-37.6861,176.1667,20.48,76,97,3.58,NZ,1698275387
438,merritt island,28.5392,-80.672,26.69,74,94,2.68,US,1698275570
439,smithers,54.7804,-127.1743,1.18,37,0,1.54,CA,1698275666
440,ta`u,-14.2336,-169.5144,26.14,74,82,8.92,AS,1698275667
441,fort irwin,35.2627,-116.6848,25.9,30,0,8.79,US,1698275668
442,mana,5.6592,-53.7767,27.45,80,98,5.59,GF,1698275669
443,nushki,29.5542,66.0215,20.46,21,0,2.75,PK,1698275670
444,lagoa,39.05,-27.9833,18.48,75,100,10.61,PT,1698275672
445,noumea,-22.2763,166.4572,27.99,89,87,3.81,NC,1698275262
446,greymouth,-42.4667,171.2,12.34,93,100,6.27,NZ,1698275674
447,nabire,-3.3667,135.4833,26.16,80,100,1.57,ID,1698275675
448,sittwe,20.15,92.9,23.92,90,53,2.47,MM,1698275676
449,saldanha,-33.0117,17.9442,14.03,88,99,7.07,ZA,1698275677
450,baotou,40.6522,109.8222,8.33,38,0,1.64,CN,1698275678
451,arrifes,37.7667,-25.7,21.07,94,75,7.72,PT,1698275680
452,san antonio de pale,-1.4014,5.6325,25.87,82,96,4.82,GQ,1698275681
453,qui nhon,13.7667,109.2333,24.81,89,50,1.72,VN,1698275682
454,gulf breeze,30.3571,-87.1639,24.34,80,40,2.06,US,1698275683
455,slave lake,55.2834,-114.769,-4.01,63,75,5.66,CA,1698275684
456,colonia,50.9333,6.95,11.44,91,100,6.69,DE,1698275602
457,pont rouge,48.8833,-72.0825,10.16,96,100,1.21,CA,1698275686
458,pamandzi,-12.7967,45.2794,26.88,78,20,4.63,YT,1698275688
459,cangucu,-31.395,-52.6756,14.56,89,58,2.05,BR,1698275689
460,ar rahad,12.7167,30.65,29.04,44,25,2.21,SD,1698275690
461,pskov,57.8136,28.3496,-1.05,69,100,5.0,RU,1698275691
462,severo-yeniseyskiy,60.3725,93.0408,-1.35,94,100,2.24,RU,1698275692
463,rocky mountain house,52.3668,-114.9188,-6.94,68,34,1.54,CA,1698275694
464,qamdo,31.1667,97.2333,-3.95,58,37,1.12,CN,1698275695
465,general zuazua,25.9,-100.1167,28.54,67,75,3.6,MX,1698275696
466,el bauga,18.262,33.9081,29.41,30,0,3.98,SD,1698275697
467,stuttgart,48.7823,9.177,13.72,79,0,3.6,DE,1698275412
468,al hazm,16.1641,44.7769,24.57,50,99,2.64,YE,1698275699
469,el calafate,-50.3408,-72.2768,8.12,75,50,6.2,AR,1698275700
470,santa elena de uairen,4.6167,-61.1333,21.85,84,72,0.69,VE,1698275701
471,manturovo,58.3353,44.7619,-2.9,79,100,1.85,RU,1698275702
472,maintirano,-18.0667,44.0167,24.72,87,20,1.27,MG,1698275704
473,hadibu,12.65,54.0333,26.47,80,57,4.09,YE,1698275705
474,yeppoon,-23.1333,150.7333,26.88,55,2,0.93,AU,1698275706
475,daru,-9.0763,143.2092,26.7,65,70,3.67,PG,1698275709
476,hami,42.8,93.45,10.66,40,0,0.33,CN,1698275710
477,ebon,4.582,168.6964,28.61,76,22,5.13,MH,1698275711
478,constantia,44.1833,28.65,19.38,58,84,4.53,RO,1698275712
479,la junta,37.985,-103.5438,18.16,55,0,4.63,US,1698275713
480,ban sam chuk,14.7333,100.1,23.38,94,71,1.63,TH,1698275715
481,mubende,0.5606,31.39,16.16,98,78,0.2,UG,1698275716
482,aktanysh,55.7216,54.0829,-5.18,86,97,4.16,RU,1698275717
483,minas de marcona,-15.2119,-75.1103,15.76,78,70,5.63,PE,1698275718
484,richards bay,-28.783,32.0377,18.42,81,29,0.62,ZA,1698275720
485,thunder bay,48.4001,-89.3168,7.73,77,76,1.41,CA,1698275440
486,pandan,14.0453,124.1694,27.1,79,99,2.1,PH,1698275725
487,tsiombe,-25.3,45.4833,21.52,78,87,2.59,MG,1698275726
488,karlskrona,56.1616,15.5866,6.25,90,100,7.88,SE,1698275727
489,san juan,-31.5375,-68.5364,22.73,39,63,3.88,AR,1698275495
490,yreka,41.7354,-122.6345,13.54,40,0,7.72,US,1698275729
491,gamba,-2.65,10.0,23.68,92,100,1.48,GA,1698275731
492,canavieiras,-15.675,-38.9472,25.52,85,60,6.03,BR,1698275732
493,tucurui,-3.7661,-49.6725,31.39,45,75,0.05,BR,1698275733
494,fort-shevchenko,44.5086,50.263,10.46,68,85,3.68,KZ,1698275734
495,jaisalmer,26.9147,70.9181,26.78,23,0,3.23,IN,1698275736
496,ishikawa,26.4233,127.8214,24.98,78,75,3.09,JP,1698275738
497,elverum,60.8819,11.5623,0.92,90,100,0.85,NO,1698275739
498,tegueste,28.5167,-16.3167,21.46,83,100,1.54,ES,1698275740
499,roxborough park,39.4739,-105.0853,21.18,47,0,3.13,US,1698275741
500,lubango,-14.9172,13.4925,18.72,41,92,1.66,AO,1698275743
501,scarborough,54.2797,-0.4044,10.76,93,100,1.34,GB,1698275744
502,kargil,34.5667,76.1,-0.3,49,1,0.69,IN,1698275745
503,ukwa,21.9667,80.4667,15.28,65,11,1.01,IN,1698275746
504,oroqen zizhiqi,50.5667,123.7167,-1.19,54,3,5.0,CN,1698275747
505,boende,-0.2167,20.8667,22.33,97,90,1.33,CD,1698275748
506,vernon,50.2581,-119.2691,7.01,43,79,4.47,CA,1698275733
507,yverdon-les-bains,46.7785,6.6412,12.6,97,100,4.51,CH,1698275750
508,taipei,25.0478,121.5319,25.02,64,20,4.63,TW,1698275228
509,marquette,46.5333,-87.6335,8.21,96,100,0.45,US,1698275752
510,tofol,5.3248,163.0078,30.88,66,75,1.54,FM,1698275754
511,kerikeri,-35.2268,173.9474,22.17,76,7,0.89,NZ,1698275755
512,nafplio,37.5683,22.8053,22.52,47,100,0.94,GR,1698275756
513,mersa matruh,31.3525,27.2453,20.11,88,0,1.54,EG,1698275757
514,arawa,-6.2132,155.5367,25.94,90,100,1.3,PG,1698275758
515,preobrazheniye,42.9019,133.9064,12.64,73,92,0.32,RU,1698275759
516,siwa oasis,29.2041,25.5195,23.37,31,2,0.75,EG,1698275761
517,nantucket,41.2835,-70.0995,16.67,89,0,7.72,US,1698275545
518,hajin,34.6927,40.827,23.07,50,21,3.56,SY,1698275763
519,eforie sud,44.0229,28.6494,19.45,57,87,3.51,RO,1698275764
520,oamaru,-45.0784,170.9801,18.13,46,73,12.32,NZ,1698275766
521,harper,4.375,-7.7169,25.6,89,100,2.13,LR,1698275767
522,i-n-salah,27.1935,2.4607,28.66,25,8,4.55,DZ,1698275768
523,sitka,57.0531,-135.33,7.94,49,0,1.54,US,1698275770
524,el tambo,1.4181,-77.3968,13.9,94,99,1.12,CO,1698275771
525,esfarayen,37.0765,57.5101,6.81,52,86,0.85,IR,1698275772
526,ulladulla,-35.35,150.4667,15.43,45,9,6.03,AU,1698275773
527,fort frances,48.5999,-93.4003,6.2,76,100,2.43,CA,1698275774
528,khovd,48.0056,91.6419,4.0,28,39,2.47,MN,1698275776
529,urangan,-25.3,152.9,23.8,75,5,5.52,AU,1698275777
530,majuro,7.0897,171.3803,30.98,70,40,2.06,MH,1698275778
531,nieves,15.3274,120.9485,25.73,88,75,0.79,PH,1698275781
532,mongo,12.1844,18.693,27.72,20,2,2.08,TD,1698275782
533,nong ki,14.6868,102.538,25.84,92,87,1.65,TH,1698275784
534,mulanje,-16.0316,35.5,24.14,56,0,3.45,MW,1698275785
535,priob'ye,62.5206,65.5964,-4.47,85,18,2.45,RU,1698275787
536,aripuana,-9.1667,-60.6333,28.46,60,100,1.38,BR,1698275788
537,gorgan,36.8387,54.4348,12.98,94,0,2.06,IR,1698275789
538,kijang,35.2442,129.2139,12.85,63,21,1.51,KR,1698275790
539,kingscliff,-28.2667,153.5667,25.43,65,100,4.12,AU,1698275791
540,porto velho,-8.7619,-63.9039,28.03,74,20,0.0,BR,1698275792
541,hailar,49.2,119.7,-4.84,42,3,3.91,CN,1698275794
542,weno,7.4515,151.8468,29.09,72,99,2.76,FM,1698275795
543,oriximina,-1.7656,-55.8661,30.24,48,37,1.42,BR,1698275639
544,taksimo,56.3444,114.8794,-7.05,67,98,0.7,RU,1698275797
545,canmore,51.0834,-115.3521,-6.29,58,87,1.54,CA,1698275687
546,port saint john's,-31.6229,29.5448,17.35,86,10,3.45,ZA,1698275799
547,nikolayevsk-on-amure,53.1406,140.73,2.21,78,38,1.89,RU,1698275800
